frame,motion_size,prior_size,total_size,size_gt,psnr,psnr_gt
150,0.007022857666015625,0.09661388397216797,0.1036367416381836,7.6,34.14045715332031,34.17256164550781
151,0.0072116851806640625,0.09687995910644531,0.10409164428710938,7.6,34.45484161376953,34.329917907714844
152,0.007153511047363281,0.09708595275878906,0.10423946380615234,7.6,34.56489562988281,34.58112335205078
153,0.007193565368652344,0.0972146987915039,0.10440826416015625,7.6,34.534969329833984,34.574039459228516
154,0.007205009460449219,0.09739303588867188,0.1045980453491211,7.6,34.57317352294922,34.47315216064453
155,0.007198333740234375,0.09745121002197266,0.10464954376220703,7.6,34.52199935913086,34.448612213134766
156,0.0072498321533203125,0.0976858139038086,0.1049356460571289,7.6,34.70622253417969,34.63712692260742
157,0.007512092590332031,0.09757804870605469,0.10509014129638672,7.6,34.47462463378906,34.3901481628418
158,0.0076274871826171875,0.09802532196044922,0.1056528091430664,7.6,34.1667594909668,34.1256103515625
159,0.007966041564941406,0.09860992431640625,0.10657596588134766,7.6,34.27622985839844,34.34758377075195
161,0.0036745071411132812,0.09062767028808594,0.09430217742919922,7.6,34.04280471801758,33.939598083496094
162,0.0041484832763671875,0.0919179916381836,0.09606647491455078,7.6,33.81065368652344,33.71267318725586
163,0.004395484924316406,0.09251785278320312,0.09691333770751953,7.6,33.66835021972656,33.80781173706055
164,0.004528999328613281,0.0929250717163086,0.09745407104492188,7.6,33.144962310791016,33.13134765625
165,0.004710197448730469,0.09299373626708984,0.09770393371582031,7.6,32.19562530517578,32.22572326660156
166,0.004925727844238281,0.09363269805908203,0.09855842590332031,7.6,30.760784149169922,30.932111740112305
167,0.005016326904296875,0.09383487701416016,0.09885120391845703,7.6,30.585445404052734,30.777729034423828
168,0.0052051544189453125,0.09424209594726562,0.09944725036621094,7.6,30.352216720581055,30.64228630065918
169,0.0053615570068359375,0.0945730209350586,0.09993457794189453,7.6,29.30316162109375,29.66072654724121
170,0.005595207214355469,0.0950307846069336,0.10062599182128906,7.6,29.16665267944336,29.405759811401367
171,0.005927085876464844,0.09537696838378906,0.1013040542602539,7.6,30.105499267578125,30.347152709960938
172,0.0064907073974609375,0.09623527526855469,0.10272598266601562,7.6,29.837242126464844,30.0755615234375
173,0.007327079772949219,0.09749698638916016,0.10482406616210938,7.6,31.224533081054688,31.29601287841797
174,0.007889747619628906,0.09783077239990234,0.10572052001953125,7.6,32.23720932006836,32.25843048095703
175,0.008608818054199219,0.09885025024414062,0.10745906829833984,7.6,32.41986846923828,33.11407470703125
176,0.009112358093261719,0.09972381591796875,0.10883617401123047,7.6,32.661521911621094,33.047889709472656
177,0.009562492370605469,0.10007190704345703,0.1096343994140625,7.6,32.19648361206055,32.405433654785156
178,0.009596824645996094,0.10045528411865234,0.11005210876464844,7.6,32.12286376953125,32.64674377441406
179,0.010156631469726562,0.10106372833251953,0.1112203598022461,7.6,31.967573165893555,32.75166320800781
181,0.004061698913574219,0.09141063690185547,0.09547233581542969,7.6,31.596420288085938,32.06223678588867
182,0.0041522979736328125,0.09173965454101562,0.09589195251464844,7.6,31.791296005249023,31.76666831970215
183,0.005150794982910156,0.09398269653320312,0.09913349151611328,7.6,31.835865020751953,32.06800079345703
184,0.005950927734375,0.09485149383544922,0.10080242156982422,7.6,31.621475219726562,31.740325927734375
185,0.0065898895263671875,0.09597110748291016,0.10256099700927734,7.6,31.400609970092773,31.682188034057617
186,0.006988525390625,0.09620285034179688,0.10319137573242188,7.6,31.449277877807617,31.693349838256836
187,0.00756072998046875,0.09713363647460938,0.10469436645507812,7.6,31.08485984802246,31.613628387451172
188,0.007900238037109375,0.09766674041748047,0.10556697845458984,7.6,31.270580291748047,31.70964813232422
189,0.008144378662109375,0.0984182357788086,0.10656261444091797,7.6,31.416316986083984,32.03082275390625
190,0.008172035217285156,0.0985269546508789,0.10669898986816406,7.6,31.56466293334961,31.645709991455078
191,0.00858306884765625,0.09866142272949219,0.10724449157714844,7.6,30.837356567382812,30.879364013671875
192,0.008528709411621094,0.09894943237304688,0.10747814178466797,7.6,31.091344833374023,31.14923095703125
193,0.008597373962402344,0.09915828704833984,0.10775566101074219,7.6,31.242061614990234,31.26557731628418
194,0.008871078491210938,0.09956741333007812,0.10843849182128906,7.6,31.50893211364746,31.470266342163086
195,0.008933067321777344,0.09982585906982422,0.10875892639160156,7.6,31.477460861206055,31.415008544921875
196,0.009039878845214844,0.10031318664550781,0.10935306549072266,7.6,32.24797058105469,32.24385070800781
197,0.009465217590332031,0.10085391998291016,0.11031913757324219,7.6,32.00121307373047,31.8779354095459
198,0.009177207946777344,0.10021495819091797,0.10939216613769531,7.6,32.595279693603516,32.447906494140625
199,0.009783744812011719,0.10122299194335938,0.1110067367553711,7.6,33.353660583496094,33.344547271728516
201,0.0035028457641601562,0.09016132354736328,0.09366416931152344,7.6,33.618934631347656,33.33643341064453
202,0.004134178161621094,0.0918741226196289,0.09600830078125,7.6,33.48444747924805,33.54834747314453
203,0.004235267639160156,0.09202098846435547,0.09625625610351562,7.6,33.619384765625,33.337371826171875
204,0.004681587219238281,0.09279727935791016,0.09747886657714844,7.6,33.975582122802734,33.77690887451172
205,0.004841804504394531,0.09335517883300781,0.09819698333740234,7.6,33.9204216003418,33.89402389526367
206,0.005215644836425781,0.09400463104248047,0.09922027587890625,7.6,34.19949722290039,34.042335510253906
207,0.005530357360839844,0.09460830688476562,0.10013866424560547,7.6,34.17961883544922,33.96089172363281
208,0.0058040618896484375,0.09505367279052734,0.10085773468017578,7.6,33.883827209472656,33.599422454833984
209,0.005992889404296875,0.095184326171875,0.10117721557617188,7.6,33.83552551269531,33.58168411254883
210,0.006256103515625,0.0955057144165039,0.1017618179321289,7.6,33.830078125,33.599205017089844
211,0.006373405456542969,0.0957498550415039,0.10212326049804688,7.6,33.819637298583984,33.90163803100586
212,0.006711006164550781,0.0961751937866211,0.10288619995117188,7.6,33.498409271240234,33.32720184326172
213,0.007049560546875,0.09678459167480469,0.10383415222167969,7.6,33.667320251464844,33.787147521972656
214,0.00705718994140625,0.09662342071533203,0.10368061065673828,7.6,33.95681381225586,33.808837890625
215,0.0073184967041015625,0.09723186492919922,0.10455036163330078,7.6,33.76215362548828,33.91559600830078
216,0.0074901580810546875,0.09759902954101562,0.10508918762207031,7.6,33.6024169921875,33.85760498046875
217,0.0077724456787109375,0.0977783203125,0.10555076599121094,7.6,33.673606872558594,33.83039093017578
218,0.0079498291015625,0.09815692901611328,0.10610675811767578,7.6,33.94451141357422,33.72461700439453
219,0.007874488830566406,0.09826374053955078,0.10613822937011719,7.6,33.91920471191406,33.885841369628906
221,0.003951072692871094,0.09110736846923828,0.09505844116210938,7.6,34.20661926269531,34.00380325317383
222,0.00426483154296875,0.09216880798339844,0.09643363952636719,7.6,34.338924407958984,34.09520721435547
223,0.0045566558837890625,0.09239673614501953,0.0969533920288086,7.6,34.30194091796875,34.032466888427734
224,0.004523277282714844,0.09272289276123047,0.09724617004394531,7.6,34.06903076171875,33.898712158203125
225,0.005122184753417969,0.09404563903808594,0.0991678237915039,7.6,33.992462158203125,33.68891143798828
226,0.005474090576171875,0.09424114227294922,0.0997152328491211,7.6,33.887184143066406,33.693321228027344
227,0.005787849426269531,0.0947408676147461,0.10052871704101562,7.6,33.38774871826172,33.243896484375
228,0.005977630615234375,0.09506416320800781,0.10104179382324219,7.6,33.247432708740234,33.35810470581055
229,0.006160736083984375,0.09526348114013672,0.1014242172241211,7.6,33.370819091796875,33.24159240722656
230,0.006610870361328125,0.09585380554199219,0.10246467590332031,7.6,33.47514343261719,33.356407165527344
231,0.006809234619140625,0.09624767303466797,0.1030569076538086,7.6,33.01703643798828,32.989112854003906
232,0.007039070129394531,0.09652137756347656,0.1035604476928711,7.6,32.25678634643555,32.31573486328125
233,0.00711822509765625,0.09683609008789062,0.10395431518554688,7.6,32.59956359863281,32.57509994506836
234,0.007279396057128906,0.09709739685058594,0.10437679290771484,7.6,32.57958221435547,32.560970306396484
235,0.007327079772949219,0.09745597839355469,0.1047830581665039,7.6,32.418479919433594,32.463661193847656
236,0.007472038269042969,0.09739208221435547,0.10486412048339844,7.6,31.99249267578125,32.178466796875
237,0.007519721984863281,0.09765625,0.10517597198486328,7.6,31.817405700683594,31.731369018554688
238,0.007874488830566406,0.09832477569580078,0.10619926452636719,7.6,31.859966278076172,31.881118774414062
239,0.007718086242675781,0.09807682037353516,0.10579490661621094,7.6,32.173641204833984,32.1658935546875
241,0.003987312316894531,0.0914297103881836,0.09541702270507812,7.6,31.960742950439453,31.870471954345703
242,0.004119873046875,0.09208869934082031,0.09620857238769531,7.6,31.88843536376953,31.612274169921875
243,0.004372596740722656,0.09313678741455078,0.09750938415527344,7.6,31.490676879882812,31.44362449645996
244,0.004372596740722656,0.09274482727050781,0.09711742401123047,7.6,31.18829345703125,31.062877655029297
245,0.004597663879394531,0.09311962127685547,0.09771728515625,7.6,30.86977767944336,30.68355369567871
246,0.00457000732421875,0.09325599670410156,0.09782600402832031,7.6,31.273422241210938,31.123458862304688
247,0.004710197448730469,0.093658447265625,0.09836864471435547,7.6,31.563304901123047,31.42986297607422
248,0.0048503875732421875,0.09401416778564453,0.09886455535888672,7.6,31.3250789642334,31.1584529876709
249,0.004974365234375,0.0941314697265625,0.0991058349609375,7.6,31.613296508789062,31.477371215820312
250,0.004947662353515625,0.09406185150146484,0.09900951385498047,7.6,30.58233642578125,30.410659790039062
251,0.0051822662353515625,0.09447574615478516,0.09965801239013672,7.6,31.33906364440918,31.292980194091797
252,0.005364418029785156,0.09501361846923828,0.10037803649902344,7.6,30.227964401245117,30.243770599365234
253,0.005381584167480469,0.09540843963623047,0.10079002380371094,7.6,30.17284393310547,30.194936752319336
254,0.0056972503662109375,0.09568023681640625,0.10137748718261719,7.6,31.131872177124023,31.037155151367188
255,0.005902290344238281,0.09586811065673828,0.10177040100097656,7.6,30.840253829956055,30.758459091186523
256,0.0060405731201171875,0.09627246856689453,0.10231304168701172,7.6,30.816564559936523,30.68707847595215
257,0.006270408630371094,0.09641647338867188,0.10268688201904297,7.6,30.742528915405273,30.62606430053711
258,0.006331443786621094,0.0966501235961914,0.1029815673828125,7.6,32.04179763793945,31.905622482299805
259,0.006415367126464844,0.09675979614257812,0.10317516326904297,7.6,31.71888542175293,31.700679779052734
261,0.004108428955078125,0.09104156494140625,0.09514999389648438,7.6,32.34711456298828,32.16680145263672
262,0.004059791564941406,0.09157562255859375,0.09563541412353516,7.6,32.387359619140625,32.202449798583984
263,0.004263877868652344,0.09216022491455078,0.09642410278320312,7.6,32.971900939941406,32.74175262451172
264,0.0045680999755859375,0.09291744232177734,0.09748554229736328,7.6,33.1978874206543,33.10626220703125
265,0.004817008972167969,0.09361457824707031,0.09843158721923828,7.6,32.609031677246094,32.721702575683594
266,0.005068778991699219,0.09401416778564453,0.09908294677734375,7.6,32.97890090942383,32.90179443359375
267,0.005234718322753906,0.09411907196044922,0.09935379028320312,7.6,32.15303039550781,32.05577087402344
268,0.005268096923828125,0.09414863586425781,0.09941673278808594,7.6,33.088497161865234,32.72724533081055
269,0.005587577819824219,0.09466266632080078,0.100250244140625,7.6,32.79712677001953,32.77313995361328
270,0.005401611328125,0.0945444107055664,0.0999460220336914,7.6,31.432165145874023,31.70766258239746
271,0.0052337646484375,0.09421730041503906,0.09945106506347656,7.6,31.37720489501953,31.74062728881836
272,0.0053920745849609375,0.0944375991821289,0.09982967376708984,7.6,32.279632568359375,32.46180725097656
273,0.005417823791503906,0.09474849700927734,0.10016632080078125,7.6,33.5008544921875,33.9498405456543
274,0.005606651306152344,0.09504127502441406,0.1006479263305664,7.6,33.644569396972656,34.06414031982422
275,0.005539894104003906,0.09497547149658203,0.10051536560058594,7.6,33.060699462890625,33.345237731933594
276,0.0056400299072265625,0.09519290924072266,0.10083293914794922,7.6,32.90290069580078,33.038475036621094
277,0.005661964416503906,0.09539508819580078,0.10105705261230469,7.6,33.88597106933594,34.37537384033203
278,0.006015777587890625,0.09556388854980469,0.10157966613769531,7.6,33.89620590209961,34.039703369140625
279,0.006197929382324219,0.09614086151123047,0.10233879089355469,7.6,34.1975212097168,34.2339973449707
281,0.0036220550537109375,0.09017753601074219,0.09379959106445312,7.6,33.467018127441406,33.37018585205078
282,0.0045623779296875,0.09247875213623047,0.09704113006591797,7.6,33.54879379272461,33.47804260253906
283,0.0048236846923828125,0.09283733367919922,0.09766101837158203,7.6,33.685508728027344,33.88269805908203
284,0.0054683685302734375,0.0939321517944336,0.09940052032470703,7.6,33.22787094116211,33.395118713378906
285,0.005692481994628906,0.0944070816040039,0.10009956359863281,7.6,33.05162048339844,33.361419677734375
286,0.006114006042480469,0.09459209442138672,0.10070610046386719,7.6,32.60596466064453,32.88977813720703
287,0.006343841552734375,0.09523200988769531,0.10157585144042969,7.6,32.566383361816406,32.75971984863281
288,0.006484031677246094,0.0955953598022461,0.10207939147949219,7.6,32.348873138427734,32.72312927246094
289,0.006438255310058594,0.09567928314208984,0.10211753845214844,7.6,32.731849670410156,33.09600830078125
290,0.0061626434326171875,0.09555912017822266,0.10172176361083984,7.6,33.00806427001953,33.43480682373047
291,0.006222724914550781,0.09535026550292969,0.10157299041748047,7.6,32.85054016113281,33.394527435302734
292,0.00630950927734375,0.09575653076171875,0.1020660400390625,7.6,33.24876403808594,33.69683074951172
293,0.0065135955810546875,0.09592914581298828,0.10244274139404297,7.6,33.30408477783203,33.63985824584961
294,0.0066375732421875,0.09606742858886719,0.10270500183105469,7.6,33.32963180541992,33.66815185546875
295,0.007015228271484375,0.09639549255371094,0.10341072082519531,7.6,33.61728286743164,33.80896759033203
296,0.00710296630859375,0.09674453735351562,0.10384750366210938,7.6,33.279930114746094,33.722389221191406
297,0.007079124450683594,0.09693527221679688,0.10401439666748047,7.6,33.64366912841797,34.00643539428711
298,0.007167816162109375,0.09709644317626953,0.1042642593383789,7.6,33.96335983276367,34.22687911987305
299,0.00704193115234375,0.09662437438964844,0.10366630554199219,7.6,33.771751403808594,33.86011505126953
